timestamp,dpid,port,interval_seconds,rx_packets_delta,tx_packets_delta,rx_bytes_delta,tx_bytes_delta,rx_dropped_delta,tx_dropped_delta,rx_errors_delta,tx_errors_delta,throughput_bps,packet_rate_pps
2026-08-09 08:05:43.054180+00:00,1,1,5.001323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:05:48.056077+00:00,1,1,5.001897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:05:53.055382+00:00,1,1,4.999305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:05:58.059272+00:00,1,1,5.00389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:06:03.060987+00:00,1,1,5.001715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:06:08.063487+00:00,1,1,5.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:06:13.067541+00:00,1,1,5.004054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:06:18.066905+00:00,1,1,4.999364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:06:23.070796+00:00,1,1,5.003891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:06:28.071697+00:00,1,1,5.000901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:06:33.071600+00:00,1,1,4.999903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:06:38.071903+00:00,1,1,5.000303,1.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:06:43.074814+00:00,1,1,5.002911,0.0,1.0,0.0,107.0,0.0,0.0,0.0,0.0,171.10038535564593,0.19988362775192284
2026-08-09 08:06:48.079482+00:00,1,1,5.004668,0.0,1.0,0.0,70.0,0.0,0.0,0.0,0.0,111.89553432915031,0.199813454159197
2026-08-09 08:06:53.082572+00:00,1,1,5.00309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:06:58.081511+00:00,1,1,4.998939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:07:03.082455+00:00,1,1,5.000944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:07:08.083518+00:00,1,1,5.001063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:07:13.088380+00:00,1,1,5.004862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-08-09 08:07:18.088937+00:00,1,1,5.000557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
