timestamp,dpid,port,interval_seconds,rx_packets_delta,tx_packets_delta,rx_bytes_delta,tx_bytes_delta,rx_dropped_delta,tx_dropped_delta,rx_errors_delta,tx_errors_delta,throughput_bps,packet_rate_pps,is_anomalous
2026-08-08 16:44:59.242162+00:00,1,1,5.001054,-0.14072872088712868,-0.14093694369474033,-0.13866313295426397,-0.13902202337405667,0.0,0.0,0.0,0.0,-0.12944662621636033,-0.1315513213967734,0
2026-08-08 16:44:59.242162+00:00,1,2,5.001054,-0.14072872088712868,-0.14093694369474033,-0.13866313295426397,-0.13902202337405667,0.0,0.0,0.0,0.0,-0.12944662621636033,-0.1315513213967734,0
2026-08-08 16:45:04.244797+00:00,1,1,5.002635,-0.14072872088712868,-0.14093694369474033,-0.13866313295426397,-0.13902202337405667,0.0,0.0,0.0,0.0,-0.12944662621636033,-0.1315513213967734,0
2026-08-08 16:45:04.244797+00:00,1,2,5.002635,-0.14072872088712868,-0.14093694369474033,-0.13866313295426397,-0.13902202337405667,0.0,0.0,0.0,0.0,-0.12944662621636033,-0.1315513213967734,0
2026-08-08 16:45:09.247502+00:00,1,1,5.002705,-0.14072872088712868,-0.14093694369474033,-0.13866313295426397,-0.13902202337405667,0.0,0.0,0.0,0.0,-0.12944662621636033,-0.1315513213967734,0
2026-08-08 16:45:09.247502+00:00,1,2,5.002705,-0.14072872088712868,-0.14093694369474033,-0.13866313295426397,-0.13902202337405667,0.0,0.0,0.0,0.0,-0.12944662621636033,-0.1315513213967734,0
2026-08-08 16:45:14.250706+00:00,1,1,5.003204,-0.14072872088712868,-0.14093694369474033,-0.13866313295426397,-0.13902202337405667,0.0,0.0,0.0,0.0,-0.12944662621636033,-0.1315513213967734,0
2026-08-08 16:45:14.250706+00:00,1,2,5.003204,-0.14072872088712868,-0.14093694369474033,-0.13866313295426397,-0.13902202337405667,0.0,0.0,0.0,0.0,-0.12944662621636033,-0.1315513213967734,0
2026-08-08 16:45:19.249852+00:00,1,1,4.999146,-0.14072872088712868,-0.14093694369474033,-0.13866313295426397,-0.13902202337405667,0.0,0.0,0.0,0.0,-0.12944662621636033,-0.1315513213967734,0
2026-08-08 16:45:19.249852+00:00,1,2,4.999146,-0.14072872088712868,-0.14093694369474033,-0.13866313295426397,-0.13902202337405667,0.0,0.0,0.0,0.0,-0.12944662621636033,-0.1315513213967734,0
2026-08-08 16:45:24.249789+00:00,1,1,4.999937,-0.14072872088712868,-0.1409301451674959,-0.13866313295426397,-0.13901247283611723,0.0,0.0,0.0,0.0,-0.1294366373533865,-0.13154417712298647,0
2026-08-08 16:45:24.249789+00:00,1,2,4.999937,-0.14072872088712868,-0.14093694369474033,-0.13866313295426397,-0.13902202337405667,0.0,0.0,0.0,0.0,-0.12944662621636033,-0.1315513213967734,0
2026-08-08 16:45:29.252748+00:00,1,1,5.002959,-0.14072872088712868,-0.14093694369474033,-0.13866313295426397,-0.13902202337405667,0.0,0.0,0.0,0.0,-0.12944662621636033,-0.1315513213967734,0
2026-08-08 16:45:29.252748+00:00,1,2,5.002959,-0.14072872088712868,-0.14093694369474033,-0.13866313295426397,-0.13902202337405667,0.0,0.0,0.0,0.0,-0.12944662621636033,-0.1315513213967734,0
2026-08-08 16:45:34.254222+00:00,1,1,5.001474,-0.14072872088712868,-0.14093694369474033,-0.13866313295426397,-0.13902202337405667,0.0,0.0,0.0,0.0,-0.12944662621636033,-0.1315513213967734,0
2026-08-08 16:45:34.254222+00:00,1,2,5.001474,-0.14072872088712868,-0.14093694369474033,-0.13866313295426397,-0.13902202337405667,0.0,0.0,0.0,0.0,-0.12944662621636033,-0.1315513213967734,0
2026-08-08 16:45:39.254511+00:00,1,1,5.000289,-0.14072872088712868,-0.14093694369474033,-0.13866313295426397,-0.13902202337405667,0.0,0.0,0.0,0.0,-0.12944662621636033,-0.1315513213967734,0
